state,location,so2,no2,rspm,date,season
Karnataka,Bangalore,13.2,30.7,79.0,2009-10-21,Monsoon
Karnataka,Bangalore,15.0,36.9,71.0,2009-10-26,Monsoon
Karnataka,Bangalore,15.0,28.6,62.0,2009-10-29,Monsoon
Karnataka,Bangalore,14.5,36.9,61.0,2009-02-11,Winter
Karnataka,Bangalore,14.6,31.4,35.0,2009-06-11,Monsoon
Karnataka,Bangalore,15.8,32.5,49.0,2009-09-11,Monsoon
Karnataka,Bangalore,15.4,38.0,64.0,2009-11-11,Winter
Karnataka,Bangalore,12.5,31.7,68.0,2009-11-16,Winter
Karnataka,Bangalore,14.1,35.6,45.0,2009-11-18,Winter
Karnataka,Bangalore,13.1,30.5,42.0,2009-11-20,Winter
Karnataka,Bangalore,14.4,30.4,41.0,2009-11-23,Winter
Karnataka,Bangalore,15.2,33.9,42.0,2009-11-26,Winter
Karnataka,Bangalore,15.2,34.1,40.0,2009-02-12,Winter
Karnataka,Bangalore,12.6,29.6,41.0,2009-04-12,Summer
Karnataka,Bangalore,15.6,35.7,65.0,2009-07-12,Monsoon
Karnataka,Bangalore,15.0,36.5,57.0,2009-10-12,Monsoon
Karnataka,Bangalore,14.5,36.2,114.0,2009-12-14,Winter
Karnataka,Bangalore,16.3,40.7,183.0,2009-03-01,Summer
Karnataka,Bangalore,15.0,39.9,139.0,2009-06-01,Monsoon
Karnataka,Bangalore,15.1,40.6,150.0,2009-12-01,Winter
Karnataka,Bangalore,15.5,41.1,125.0,2009-01-15,Winter
Karnataka,Bangalore,13.7,49.8,212.0,2009-01-19,Winter
Karnataka,Bangalore,13.7,40.6,132.0,2009-01-21,Winter
Karnataka,Bangalore,14.2,41.4,236.0,2009-01-27,Winter
Karnataka,Bangalore,14.6,40.6,209.0,2009-01-29,Winter
Karnataka,Bangalore,14.3,41.1,251.0,2009-02-02,Winter
Karnataka,Bangalore,14.0,43.1,264.0,2009-04-02,Summer
Karnataka,Bangalore,14.2,42.2,318.0,2009-06-02,Monsoon
Karnataka,Bangalore,14.4,49.8,183.0,2009-09-02,Monsoon
Karnataka,Bangalore,14.1,44.0,216.0,2009-12-02,Winter
Karnataka,Bangalore,12.9,40.4,329.0,2009-02-16,Winter
Karnataka,Bangalore,14.2,44.5,138.0,2009-02-20,Winter
Karnataka,Bangalore,15.2,40.1,259.0,2009-02-24,Winter
Karnataka,Bangalore,14.1,44.4,127.0,2009-02-26,Winter
Karnataka,Bangalore,14.8,46.3,203.0,2009-02-03,Winter
Karnataka,Bangalore,15.9,47.7,164.0,2009-04-03,Summer
Karnataka,Bangalore,17.5,52.5,237.0,2009-09-03,Monsoon
Karnataka,Bangalore,15.3,43.8,219.0,2009-03-16,Summer
Karnataka,Bangalore,14.8,43.8,132.0,2009-03-20,Summer
Karnataka,Bangalore,15.3,41.3,216.0,2009-03-23,Summer
Karnataka,Bangalore,14.7,42.5,179.0,2009-03-25,Summer
Karnataka,Bangalore,14.9,41.0,159.0,2009-03-30,Summer
Karnataka,Bangalore,16.2,42.2,198.0,2009-03-04,Summer
Karnataka,Bangalore,15.9,42.7,148.0,2009-08-04,Monsoon
Karnataka,Bangalore,15.6,39.1,371.0,2009-04-16,Summer
Karnataka,Bangalore,16.6,40.8,459.0,2009-04-20,Summer
Karnataka,Bangalore,15.9,38.3,474.0,2009-04-22,Summer
Karnataka,Bangalore,16.0,40.4,510.0,2009-04-24,Summer
Karnataka,Bangalore,16.2,41.9,166.0,2009-04-28,Summer
Karnataka,Bangalore,15.8,41.8,159.0,2009-04-30,Summer
Karnataka,Bangalore,17.4,45.1,317.0,2009-02-05,Winter
Karnataka,Bangalore,16.8,42.8,303.0,2009-07-05,Monsoon
Karnataka,Bangalore,16.7,41.2,401.0,2009-11-05,Winter
Karnataka,Bangalore,17.1,43.4,238.0,2009-05-14,Summer
Karnataka,Bangalore,16.9,41.8,245.0,2009-05-18,Summer
Karnataka,Bangalore,15.9,42.1,206.0,2009-05-20,Summer
Karnataka,Bangalore,16.2,39.8,263.0,2009-05-26,Summer
Karnataka,Bangalore,17.0,41.2,246.0,2009-05-28,Summer
Karnataka,Bangalore,17.4,42.7,206.0,2009-02-06,Winter
Karnataka,Bangalore,16.1,41.2,192.0,2009-06-06,Monsoon
Karnataka,Bangalore,19.7,42.7,396.0,2009-08-06,Monsoon
Karnataka,Bangalore,13.5,37.3,248.0,2009-11-06,Winter
Karnataka,Bangalore,16.0,37.8,232.0,2009-06-15,Monsoon
Karnataka,Bangalore,13.5,37.9,131.0,2009-06-18,Monsoon
Karnataka,Bangalore,17.2,38.5,227.0,2009-06-22,Monsoon
Karnataka,Bangalore,12.3,37.4,263.0,2009-06-25,Monsoon
Karnataka,Bangalore,15.2,41.8,325.0,2009-06-29,Monsoon
Karnataka,Bangalore,14.8,40.7,264.0,2009-03-07,Summer
Karnataka,Bangalore,15.5,40.3,77.0,2009-06-07,Monsoon
Karnataka,Bangalore,15.7,40.4,318.0,2009-07-13,Monsoon
Karnataka,Bangalore,14.8,38.0,244.0,2009-07-16,Monsoon
Karnataka,Bangalore,14.8,40.2,120.0,2009-07-20,Monsoon
Karnataka,Bangalore,13.3,38.4,279.0,2009-07-24,Monsoon
Karnataka,Bangalore,15.3,30.4,350.0,2009-07-31,Monsoon
Karnataka,Bangalore,12.4,36.3,526.0,2009-03-08,Summer
Karnataka,Bangalore,13.3,32.3,129.0,2009-05-08,Summer
Karnataka,Bangalore,15.6,36.4,423.0,2009-10-08,Monsoon
Karnataka,Bangalore,15.3,36.4,282.0,2009-12-08,Winter
Karnataka,Bangalore,18.5,40.2,115.0,2009-08-19,Monsoon
Karnataka,Bangalore,17.2,35.6,321.0,2009-08-21,Monsoon
Karnataka,Bangalore,17.9,34.7,293.0,2009-08-24,Monsoon
Karnataka,Bangalore,14.1,34.4,229.0,2009-08-26,Monsoon
Karnataka,Bangalore,20.9,40.4,274.0,2009-08-28,Monsoon
Karnataka,Bangalore,17.3,40.5,211.0,2009-02-09,Winter
Karnataka,Bangalore,19.7,40.7,374.0,2009-05-09,Summer
Karnataka,Bangalore,15.1,38.4,156.0,2009-07-09,Monsoon
Karnataka,Bangalore,16.3,40.4,257.0,2009-09-09,Monsoon
Karnataka,Bangalore,18.5,39.5,274.0,2009-09-14,Monsoon
Karnataka,Bangalore,17.8,40.4,196.0,2009-09-16,Monsoon
Karnataka,Bangalore,20.7,32.9,335.0,2009-09-22,Monsoon
Karnataka,Bangalore,23.7,40.7,84.0,2009-09-24,Monsoon
Karnataka,Bangalore,27.7,40.4,289.0,2009-09-29,Monsoon
Karnataka,Bangalore,18.0,38.4,194.0,2009-05-10,Summer
Karnataka,Bangalore,20.2,40.9,139.0,2009-06-10,Monsoon
Karnataka,Bangalore,18.0,40.6,121.0,2009-08-10,Monsoon
Karnataka,Bangalore,16.1,40.1,67.0,2009-01-01,Winter
Karnataka,Bangalore,15.5,39.9,77.0,2009-05-01,Summer
Karnataka,Bangalore,15.0,38.9,67.0,2009-07-01,Monsoon
Karnataka,Bangalore,15.3,40.3,59.0,2009-12-01,Winter
Karnataka,Bangalore,15.4,41.0,76.0,2009-01-16,Winter
Karnataka,Bangalore,11.3,41.0,63.0,2009-01-19,Winter
Karnataka,Bangalore,12.5,41.0,72.0,2009-01-21,Winter
Karnataka,Bangalore,13.0,41.6,76.0,2009-01-27,Winter
Karnataka,Bangalore,13.9,43.2,59.0,2009-01-29,Winter
Karnataka,Bangalore,14.1,41.7,71.0,2009-02-02,Winter
Karnataka,Bangalore,12.4,50.9,86.0,2009-05-02,Summer
Karnataka,Bangalore,14.7,41.7,118.0,2009-09-02,Monsoon
Karnataka,Bangalore,14.7,41.6,89.0,2009-11-02,Winter
Karnataka,Bangalore,14.8,42.3,85.0,2009-02-16,Winter
Karnataka,Bangalore,15.2,43.3,82.0,2009-02-18,Winter
Karnataka,Bangalore,15.0,41.2,83.0,2009-02-21,Winter
Karnataka,Bangalore,14.6,40.1,77.0,2009-02-24,Winter
Karnataka,Bangalore,16.0,42.1,120.0,2009-02-03,Winter
Karnataka,Bangalore,15.7,46.4,112.0,2009-05-03,Summer
Karnataka,Bangalore,16.8,40.3,49.0,2009-11-03,Winter
Karnataka,Bangalore,14.1,40.4,68.0,2009-03-16,Summer
Karnataka,Bangalore,16.0,42.2,82.0,2009-03-19,Summer
Karnataka,Bangalore,14.9,40.9,72.0,2009-03-23,Summer
Karnataka,Bangalore,14.9,42.2,60.0,2009-03-30,Summer
Karnataka,Bangalore,16.5,40.8,73.0,2009-03-04,Summer
Karnataka,Bangalore,16.6,40.6,70.0,2009-06-04,Monsoon
Karnataka,Bangalore,16.3,41.8,76.0,2009-04-13,Summer
Karnataka,Bangalore,16.4,37.2,95.0,2009-04-16,Summer
Karnataka,Bangalore,17.5,41.5,57.0,2009-04-20,Summer
Karnataka,Bangalore,14.0,36.6,58.0,2009-04-22,Summer
Karnataka,Bangalore,16.9,43.3,74.0,2009-04-24,Summer
Karnataka,Bangalore,14.9,43.2,74.0,2009-04-28,Summer
Karnataka,Bangalore,14.9,43.4,63.0,2009-04-05,Summer
Karnataka,Bangalore,14.6,42.4,71.0,2009-06-05,Monsoon
Karnataka,Bangalore,13.9,40.4,72.0,2009-11-05,Winter
Karnataka,Bangalore,14.4,40.9,106.0,2009-05-16,Summer
Karnataka,Bangalore,14.2,40.7,51.0,2009-05-18,Summer
Karnataka,Bangalore,15.1,42.9,89.0,2009-05-20,Summer
Karnataka,Bangalore,15.3,41.3,41.0,2009-05-22,Summer
Karnataka,Bangalore,15.0,41.5,55.0,2009-05-06,Summer
Karnataka,Bangalore,14.0,39.2,38.0,2009-08-06,Monsoon
Karnataka,Bangalore,13.7,36.6,43.0,2009-11-06,Winter
Karnataka,Bangalore,12.3,36.4,32.0,2009-06-15,Monsoon
Karnataka,Bangalore,12.5,32.0,24.0,2009-06-17,Monsoon
Karnataka,Bangalore,14.3,31.8,28.0,2009-06-19,Monsoon
Karnataka,Bangalore,12.8,36.4,28.0,2009-06-23,Monsoon
Karnataka,Bangalore,12.7,30.2,27.0,2009-06-25,Monsoon
Karnataka,Bangalore,11.6,36.3,47.0,2009-06-29,Monsoon
Karnataka,Bangalore,11.6,37.0,14.0,2009-02-07,Winter
Karnataka,Bangalore,13.2,37.4,37.0,2009-06-07,Monsoon
Karnataka,Bangalore,11.8,36.3,30.0,2009-09-07,Monsoon
Karnataka,Bangalore,12.1,37.9,33.0,2009-07-13,Monsoon
Karnataka,Bangalore,13.3,30.3,47.0,2009-07-23,Monsoon
Karnataka,Bangalore,13.6,36.3,43.0,2009-07-27,Monsoon
Karnataka,Bangalore,13.4,28.3,31.0,2009-07-30,Monsoon
Karnataka,Bangalore,12.5,29.1,38.0,2009-04-08,Summer
Karnataka,Bangalore,14.8,36.1,49.0,2009-08-13,Monsoon
Karnataka,Bangalore,15.1,34.4,34.0,2009-08-17,Monsoon
Karnataka,Bangalore,14.7,32.4,39.0,2009-08-19,Monsoon
Karnataka,Bangalore,15.8,36.6,41.0,2009-08-25,Monsoon
Karnataka,Bangalore,13.2,35.0,29.0,2009-08-27,Monsoon
Karnataka,Bangalore,12.7,35.2,34.0,2009-08-29,Monsoon
Karnataka,Bangalore,12.1,34.7,27.0,2009-02-09,Winter
Karnataka,Bangalore,12.3,34.9,102.0,2009-05-09,Summer
Karnataka,Bangalore,11.1,26.9,22.0,2009-07-09,Monsoon
Karnataka,Bangalore,12.8,34.1,38.0,2009-09-09,Monsoon
Karnataka,Bangalore,14.5,34.1,32.0,2009-09-14,Monsoon
Karnataka,Bangalore,14.9,36.4,54.0,2009-09-16,Monsoon
Karnataka,Bangalore,15.1,31.9,40.0,2009-09-22,Monsoon
Karnataka,Bangalore,20.4,37.3,26.0,2009-09-29,Monsoon
Karnataka,Bangalore,17.0,39.4,51.0,2009-06-10,Monsoon
Karnataka,Bangalore,15.9,36.0,30.0,2009-08-10,Monsoon
Karnataka,Bangalore,11.9,32.6,43.0,2009-12-10,Winter
Karnataka,Bangalore,13.1,29.1,49.0,2009-10-14,Monsoon
Karnataka,Bangalore,17.5,34.6,116.0,2009-10-17,Monsoon
Karnataka,Bangalore,17.0,37.2,227.0,2009-10-18,Monsoon
Karnataka,Bangalore,22.5,37.6,114.0,2009-10-19,Monsoon
Karnataka,Bangalore,12.4,33.3,61.0,2009-10-21,Monsoon
Karnataka,Bangalore,14.5,31.8,66.0,2009-10-26,Monsoon
Karnataka,Bangalore,11.8,28.1,28.0,2009-10-29,Monsoon
Karnataka,Bangalore,12.1,34.3,39.0,2009-02-11,Winter
Karnataka,Bangalore,14.6,34.3,42.0,2009-06-11,Monsoon
Karnataka,Bangalore,13.2,31.1,106.0,2009-09-11,Monsoon
Karnataka,Bangalore,14.7,35.9,38.0,2009-11-11,Winter
Karnataka,Bangalore,11.7,31.0,66.0,2009-11-16,Winter
Karnataka,Belgaum,,16.6,41.0,2009-02-01,Winter
Karnataka,Belgaum,,25.2,64.0,2009-06-01,Monsoon
Karnataka,Belgaum,,20.4,24.0,2009-09-01,Monsoon
Karnataka,Belgaum,,14.5,29.0,2009-01-13,Winter
Karnataka,Belgaum,,15.8,57.0,2009-01-16,Winter
Karnataka,Belgaum,,16.1,46.0,2009-01-28,Winter
Karnataka,Belgaum,,16.6,42.0,2009-01-30,Winter
Karnataka,Belgaum,,21.3,49.0,2009-03-02,Summer
Karnataka,Belgaum,,19.7,56.0,2009-06-02,Monsoon
Karnataka,Belgaum,,29.7,61.0,2009-10-02,Monsoon
Karnataka,Belgaum,,26.0,46.0,2009-02-13,Winter
Karnataka,Belgaum,,16.7,71.0,2009-02-18,Winter
Karnataka,Belgaum,,17.3,45.0,2009-02-20,Winter
Karnataka,Belgaum,,18.5,56.0,2009-02-25,Winter
Karnataka,Belgaum,,17.9,48.0,2009-02-27,Winter
Karnataka,Belgaum,,7.6,62.0,2009-03-03,Summer
Karnataka,Belgaum,,10.8,53.0,2009-06-03,Monsoon
Karnataka,Belgaum,,9.3,18.0,2009-11-03,Winter
Karnataka,Belgaum,,9.9,29.0,2009-03-13,Summer
Karnataka,Belgaum,,18.2,44.0,2009-03-17,Summer
Karnataka,Belgaum,,12.6,32.0,2009-03-20,Summer
Karnataka,Belgaum,,12.8,52.0,2009-03-24,Summer
Karnataka,Belgaum,,10.8,40.0,2009-03-26,Summer
Karnataka,Belgaum,,11.7,45.0,2009-01-04,Winter
Karnataka,Belgaum,,7.9,42.0,2009-05-04,Summer
Karnataka,Belgaum,,14.9,34.0,2009-08-04,Monsoon
Karnataka,Belgaum,,19.2,24.0,2009-04-15,Summer
Karnataka,Belgaum,,23.9,39.0,2009-04-17,Summer
Karnataka,Belgaum,,13.7,25.0,2009-04-22,Summer
Karnataka,Belgaum,,13.4,46.0,2009-04-25,Summer
Karnataka,Belgaum,,17.5,26.0,2009-04-29,Summer
Karnataka,Belgaum,,20.4,28.0,2009-02-05,Winter
Karnataka,Belgaum,,18.9,21.0,2009-05-05,Summer
Karnataka,Belgaum,,12.7,25.0,2009-08-05,Monsoon
Karnataka,Belgaum,,15.5,21.0,2009-12-05,Winter
Karnataka,Belgaum,,13.0,19.0,2009-05-15,Summer
Karnataka,Belgaum,,17.3,16.0,2009-05-19,Summer
Karnataka,Belgaum,,19.5,15.0,2009-05-22,Summer
Karnataka,Belgaum,,14.5,18.0,2009-05-26,Summer
Karnataka,Belgaum,,14.9,14.0,2009-05-29,Summer
Karnataka,Belgaum,,6.3,12.0,2009-02-06,Winter
Karnataka,Belgaum,,6.3,6.0,2009-05-06,Summer
Karnataka,Belgaum,,18.8,20.0,2009-09-06,Monsoon
Karnataka,Belgaum,,10.0,12.0,2009-12-06,Winter
Karnataka,Belgaum,,10.7,18.0,2009-06-16,Monsoon
Karnataka,Belgaum,,10.9,13.0,2009-06-19,Monsoon
Karnataka,Belgaum,,8.9,7.0,2009-06-23,Monsoon
Karnataka,Belgaum,,11.8,15.0,2009-06-26,Monsoon
Karnataka,Belgaum,,8.5,22.0,2009-06-30,Monsoon
Karnataka,Belgaum,,12.3,28.0,2009-03-07,Summer
Karnataka,Belgaum,,9.1,13.0,2009-07-07,Monsoon
Karnataka,Belgaum,,5.4,14.0,2009-10-07,Monsoon
Karnataka,Belgaum,,8.7,9.0,2009-07-14,Monsoon
Karnataka,Belgaum,,7.4,7.0,2009-07-17,Monsoon
Karnataka,Belgaum,,6.1,6.0,2009-07-21,Monsoon
Karnataka,Belgaum,,6.5,7.0,2009-07-24,Monsoon
Karnataka,Belgaum,,14.0,12.0,2009-08-09,Monsoon
Karnataka,Belgaum,,16.7,16.0,2009-11-09,Winter
Karnataka,Belgaum,,24.8,40.0,2009-09-15,Monsoon
Karnataka,Belgaum,,18.1,18.0,2009-09-19,Monsoon
Karnataka,Belgaum,,11.8,26.0,2009-09-23,Monsoon
Karnataka,Belgaum,,14.3,33.0,2009-09-25,Monsoon
Karnataka,Belgaum,,18.2,31.0,2009-09-30,Monsoon
Karnataka,Belgaum,,17.1,19.0,2009-03-10,Summer
Karnataka,Belgaum,,15.6,12.0,2009-06-10,Monsoon
Karnataka,Belgaum,,24.2,8.0,2009-08-10,Monsoon
Karnataka,Belgaum,,18.9,29.0,2009-10-13,Monsoon
Karnataka,Belgaum,,17.5,40.0,2009-10-15,Monsoon
Karnataka,Belgaum,,8.9,45.0,2009-10-22,Monsoon
Karnataka,Belgaum,,7.2,62.0,2009-10-23,Monsoon
Karnataka,Belgaum,,8.5,43.0,2009-10-27,Monsoon
Karnataka,Belgaum,,9.5,30.0,2009-10-30,Monsoon
Karnataka,Belgaum,,17.4,42.0,2009-03-11,Summer
Karnataka,Belgaum,,22.7,22.0,2009-06-11,Monsoon
Karnataka,Belgaum,,22.9,27.0,2009-10-11,Monsoon
Karnataka,Belgaum,,11.6,17.0,2009-11-17,Winter
Karnataka,Belgaum,,10.7,26.0,2009-11-20,Winter
Karnataka,Belgaum,,13.0,43.0,2009-11-27,Winter
Karnataka,Gulbarga,2.7,15.8,89.0,2009-03-01,Summer
Karnataka,Gulbarga,2.7,12.5,73.0,2009-06-01,Monsoon
Karnataka,Gulbarga,2.3,13.5,67.0,2009-12-01,Winter
Karnataka,Gulbarga,2.3,10.8,59.0,2009-01-16,Winter
Karnataka,Gulbarga,2.7,15.6,75.0,2009-01-19,Winter
Karnataka,Gulbarga,2.7,15.1,89.0,2009-01-23,Winter
Karnataka,Gulbarga,2.3,14.0,84.0,2009-01-27,Winter
Karnataka,Gulbarga,2.8,15.3,77.0,2009-01-31,Winter
Karnataka,Gulbarga,2.7,14.0,96.0,2009-03-02,Summer
Karnataka,Gulbarga,2.3,13.4,80.0,2009-06-02,Monsoon
Karnataka,Gulbarga,2.3,12.8,85.0,2009-10-02,Monsoon
Karnataka,Gulbarga,2.7,15.8,97.0,2009-12-02,Winter
Karnataka,Gulbarga,2.7,15.0,81.0,2009-02-20,Winter
Karnataka,Gulbarga,2.7,12.9,69.0,2009-02-24,Winter
Karnataka,Gulbarga,2.7,12.9,54.0,2009-02-27,Winter
Karnataka,Gulbarga,2.7,18.1,69.0,2009-03-03,Summer
Karnataka,Gulbarga,2.7,16.7,112.0,2009-06-03,Monsoon
Karnataka,Gulbarga,2.3,12.5,53.0,2009-11-03,Winter
Karnataka,Gulbarga,2.7,16.3,92.0,2009-03-13,Summer
Karnataka,Gulbarga,3.1,17.0,149.0,2009-03-17,Summer
Karnataka,Gulbarga,2.7,16.3,96.0,2009-03-19,Summer
Karnataka,Gulbarga,2.9,15.2,76.0,2009-03-25,Summer
Karnataka,Gulbarga,3.0,19.5,123.0,2009-03-28,Summer
Karnataka,Gulbarga,3.1,15.2,74.0,2009-03-30,Summer
Karnataka,Gulbarga,3.1,16.4,70.0,2009-03-04,Summer
Karnataka,Gulbarga,3.1,14.6,73.0,2009-06-04,Monsoon
Karnataka,Gulbarga,2.8,16.9,61.0,2009-08-04,Monsoon
Karnataka,Gulbarga,2.7,14.7,78.0,2009-04-15,Summer
Karnataka,Gulbarga,3.6,19.6,114.0,2009-04-18,Summer
Karnataka,Gulbarga,2.4,14.4,82.0,2009-04-21,Summer
Karnataka,Gulbarga,3.2,18.7,163.0,2009-04-24,Summer
Karnataka,Gulbarga,3.1,16.5,102.0,2009-02-05,Winter
Karnataka,Gulbarga,3.2,16.8,117.0,2009-05-05,Summer
Karnataka,Gulbarga,3.3,18.3,101.0,2009-07-05,Monsoon
Karnataka,Gulbarga,3.5,17.4,94.0,2009-05-13,Summer
Karnataka,Gulbarga,3.0,17.9,88.0,2009-05-15,Summer
Karnataka,Gulbarga,3.6,18.7,141.0,2009-05-18,Summer
Karnataka,Gulbarga,3.0,17.1,83.0,2009-05-22,Summer
Karnataka,Gulbarga,3.1,17.9,88.0,2009-05-26,Summer
Karnataka,Gulbarga,2.7,14.9,61.0,2009-05-30,Summer
Karnataka,Gulbarga,3.2,15.9,81.0,2009-02-06,Winter
Karnataka,Gulbarga,3.5,16.9,93.0,2009-05-06,Summer
Karnataka,Gulbarga,3.0,14.7,69.0,2009-08-06,Monsoon
Karnataka,Gulbarga,2.7,14.4,64.0,2009-12-06,Winter
Karnataka,Gulbarga,2.7,14.9,62.0,2009-06-17,Monsoon
Karnataka,Gulbarga,2.7,13.7,62.0,2009-06-19,Monsoon
Karnataka,Gulbarga,2.3,11.6,53.0,2009-06-22,Monsoon
Karnataka,Gulbarga,3.2,15.5,93.0,2009-06-25,Monsoon
Karnataka,Gulbarga,2.3,10.3,59.0,2009-06-30,Monsoon
Karnataka,Gulbarga,2.3,14.6,77.0,2009-04-07,Summer
Karnataka,Gulbarga,2.7,12.1,72.0,2009-07-07,Monsoon
Karnataka,Gulbarga,2.3,10.0,34.0,2009-09-07,Monsoon
Karnataka,Gulbarga,,8.5,45.0,2009-07-13,Monsoon
Karnataka,Gulbarga,2.7,11.6,59.0,2009-07-17,Monsoon
Karnataka,Gulbarga,2.7,11.6,58.0,2009-07-21,Monsoon
Karnataka,Gulbarga,2.3,10.4,91.0,2009-07-23,Monsoon
Karnataka,Gulbarga,2.3,12.2,55.0,2009-07-27,Monsoon
Karnataka,Gulbarga,2.3,12.7,59.0,2009-07-29,Monsoon
Karnataka,Gulbarga,2.7,13.1,53.0,2009-03-08,Summer
Karnataka,Gulbarga,3.1,14.6,105.0,2009-06-08,Monsoon
Karnataka,Gulbarga,2.9,15.5,73.0,2009-11-08,Winter
Karnataka,Gulbarga,2.7,12.6,112.0,2009-08-13,Monsoon
Karnataka,Gulbarga,2.3,9.4,43.0,2009-08-19,Monsoon
Karnataka,Gulbarga,2.3,10.5,64.0,2009-08-22,Monsoon
Karnataka,Gulbarga,2.3,10.8,72.0,2009-08-25,Monsoon
Karnataka,Gulbarga,2.4,11.2,57.0,2009-08-28,Monsoon
Karnataka,Gulbarga,2.4,9.2,47.0,2009-08-31,Monsoon
Karnataka,Gulbarga,,9.8,40.0,2009-03-09,Summer
Karnataka,Gulbarga,2.3,9.4,45.0,2009-12-09,Winter
Karnataka,Gulbarga,2.3,11.5,44.0,2009-09-15,Monsoon
Karnataka,Gulbarga,2.7,13.9,81.0,2009-09-17,Monsoon
Karnataka,Gulbarga,,9.7,35.0,2009-09-22,Monsoon
Karnataka,Gulbarga,2.3,11.5,66.0,2009-09-25,Monsoon
Karnataka,Gulbarga,,10.0,39.0,2009-09-30,Monsoon
Karnataka,Gulbarga,2.4,11.5,48.0,2009-05-10,Summer
Karnataka,Gulbarga,2.3,11.6,62.0,2009-07-10,Monsoon
Karnataka,Gulbarga,2.3,9.8,52.0,2009-12-10,Winter
Karnataka,Gulbarga,2.3,12.3,70.0,2009-10-15,Monsoon
Karnataka,Gulbarga,3.2,25.4,100.0,2009-10-19,Monsoon
Karnataka,Gulbarga,2.3,11.0,63.0,2009-10-21,Monsoon
Karnataka,Gulbarga,2.3,10.3,64.0,2009-10-27,Monsoon
Karnataka,Gulbarga,,9.6,59.0,2009-10-29,Monsoon
Karnataka,Gulbarga,2.4,12.7,61.0,2009-03-11,Summer
Karnataka,Gulbarga,2.4,11.3,58.0,2009-06-11,Monsoon
Karnataka,Gulbarga,,12.3,73.0,2009-09-11,Monsoon
Karnataka,Gulbarga,2.4,13.1,61.0,2009-11-13,Winter
Karnataka,Gulbarga,,9.8,46.0,2009-11-17,Winter
Karnataka,Gulbarga,,12.6,41.0,2009-11-20,Winter
Karnataka,Gulbarga,,11.0,63.0,2009-11-23,Winter
Karnataka,Gulbarga,2.4,12.1,90.0,2009-11-27,Winter
Karnataka,Gulbarga,,10.4,63.0,2009-11-29,Winter
Karnataka,Gulbarga,2.3,11.7,67.0,2009-01-12,Winter
Karnataka,Gulbarga,,10.1,66.0,2009-07-12,Monsoon
Karnataka,Gulbarga,2.7,13.3,74.0,2009-11-12,Winter
Karnataka,Gulbarga,,10.3,62.0,2009-12-14,Winter
Karnataka,Gulbarga,,11.1,59.0,2009-12-18,Winter
Karnataka,Hassan,4.3,26.4,43.0,2009-02-01,Winter
Karnataka,Hassan,4.3,27.0,56.0,2009-05-01,Summer
Karnataka,Hassan,4.2,22.1,45.0,2009-07-01,Monsoon
Karnataka,Hassan,4.3,18.9,46.0,2009-12-01,Winter
Karnataka,Hassan,4.3,23.4,45.0,2009-01-15,Winter
Karnataka,Hassan,4.2,14.4,42.0,2009-01-17,Winter
Karnataka,Hassan,4.2,19.7,48.0,2009-01-20,Winter
Karnataka,Hassan,4.4,23.2,44.0,2009-01-23,Winter
Karnataka,Hassan,4.2,24.0,45.0,2009-01-28,Winter
Karnataka,Hassan,4.2,25.8,53.0,2009-02-02,Winter
Karnataka,Hassan,4.5,24.6,54.0,2009-04-02,Summer
Karnataka,Hassan,4.2,22.4,43.0,2009-07-02,Monsoon
Karnataka,Hassan,4.3,22.0,41.0,2009-10-02,Monsoon
Karnataka,Hassan,4.4,22.4,45.0,2009-12-02,Winter
Karnataka,Hassan,4.2,21.9,48.0,2009-02-17,Winter
Karnataka,Hassan,4.3,23.9,47.0,2009-02-19,Winter
Karnataka,Hassan,4.5,23.3,47.0,2009-02-25,Winter
Karnataka,Hassan,4.5,24.3,63.0,2009-02-27,Winter
Karnataka,Hassan,4.5,25.5,70.0,2009-03-03,Summer
Karnataka,Hassan,4.5,27.2,61.0,2009-06-03,Monsoon
Karnataka,Hassan,4.3,25.3,67.0,2009-09-03,Monsoon
Karnataka,Hassan,4.3,23.0,58.0,2009-12-03,Winter
Karnataka,Hassan,4.4,22.0,65.0,2009-03-16,Summer
Karnataka,Hassan,4.5,24.1,52.0,2009-03-18,Summer
Karnataka,Hassan,4.3,18.9,53.0,2009-03-21,Summer
Karnataka,Hassan,4.2,18.4,57.0,2009-03-24,Summer
Karnataka,Hassan,4.3,16.7,50.0,2009-03-28,Summer
Karnataka,Hassan,4.3,20.7,56.0,2009-03-04,Summer
Karnataka,Hassan,4.3,23.0,38.0,2009-06-04,Monsoon
Karnataka,Hassan,4.3,23.5,36.0,2009-08-04,Monsoon
Karnataka,Hassan,4.3,21.6,48.0,2009-04-13,Summer
Karnataka,Hassan,4.5,24.0,51.0,2009-04-16,Summer
Karnataka,Hassan,4.2,16.6,45.0,2009-04-18,Summer
Karnataka,Hassan,10.5,19.3,36.0,2009-04-21,Summer
Karnataka,Hassan,4.5,38.6,49.0,2009-04-24,Summer
Karnataka,Hassan,4.4,21.3,53.0,2009-04-28,Summer
Karnataka,Hassan,4.3,23.5,42.0,2009-04-05,Summer
Karnataka,Hassan,4.2,22.6,51.0,2009-06-05,Monsoon
Karnataka,Hassan,4.5,22.9,59.0,2009-12-05,Winter
Karnataka,Hassan,4.5,24.9,49.0,2009-05-14,Summer
Karnataka,Hassan,4.2,20.6,43.0,2009-05-16,Summer
Karnataka,Hassan,4.1,17.0,41.0,2009-05-18,Summer
